,churn
50691,1
80616,1
57184,1
93244,1
106163,0
103364,0
8955,1
13760,1
371,1
55548,1
13020,1
3222,1
31580,1
60836,1
105750,0
7134,1
14860,1
62298,1
36329,1
106288,0
29989,1
24732,1
11044,1
105825,0
13606,1
10045,1
94050,0
72481,1
114169,0
92322,1
14689,1
112531,0
5863,1
57898,1
73708,1
54571,1
7238,1
54373,1
68,1
97832,0
75711,1
90124,1
73710,1
108384,0
5666,1
53030,1
31128,1
11374,1
75972,1
4304,1
111979,0
103476,0
24606,1
100633,0
64966,1
53270,1
101757,0
1712,1
77933,1
101220,0
87364,1
31020,1
114075,0
73191,1
65981,1
6929,1
33456,1
60296,1
32259,1
95540,0
73965,1
44049,1
13106,1
91792,1
59408,1
18235,1
15545,1
59365,1
63147,1
104898,0
106179,0
112867,0
56502,1
84305,1
1091,1
49024,1
20755,1
69827,1
72122,1
55790,1
10084,1
8358,1
37391,1
39273,1
45059,1
113022,0
2629,1
12505,1
106113,0
56938,1
45286,1
44501,1
32451,1
102355,0
7590,1
114932,0
37993,1
17911,1
42760,1
1524,1
60089,1
7217,1
9671,1
110194,0
66700,1
35566,1
80566,1
5976,1
13138,1
40709,1
26726,1
146,1
112216,0
88280,1
78705,1
12037,1
3268,1
59528,0
15280,1
41756,1
77312,1
86986,1
101346,0
87495,1
12998,1
101876,0
100085,0
65245,1
40233,0
77086,1
57650,1
109651,0
114335,0
105641,0
6228,1
102762,0
68665,1
32477,1
74431,1
33149,1
8538,1
83779,1
76146,1
103703,0
74284,1
4063,1
970,1
84671,1
41344,1
50895,1
14674,1
4142,1
24379,1
38120,1
65156,1
57288,1
80115,1
110690,0
107897,0
106337,0
87849,1
44912,1
920,1
48180,1
24201,1
59311,1
104015,0
69862,1
2325,1
62536,1
71123,1
6522,1
49592,1
115076,0
68944,1
97247,0
112962,0
41636,1
115044,0
37961,1
91106,0
90426,1
108266,0
60097,1
95105,0
60198,1
49554,1
105814,0
18102,1
89730,1
30871,1
23319,1
59145,1
105149,0
2762,1
84382,1
2054,1
59303,1
5229,1
61357,1
79371,1
102486,0
21817,1
82784,1
2927,1
114612,0
93829,0
19418,1
95070,0
110996,0
109186,0
106812,0
64994,1
2071,1
99512,0
86168,1
3570,1
14881,1
59389,1
55031,1
84032,1
113742,0
60909,1
91009,1
36762,1
19248,1
9733,1
114864,0
101692,0
90315,1
4136,1
3704,1
107182,0
76064,1
39224,1
6668,1
94867,0
93196,1
71957,1
23857,1
61618,1
80159,1
4048,1
81427,1
8476,1
95640,0
35832,1
57643,1
3537,1
10102,1
61764,1
4190,1
115368,0
58705,1
56954,1
83628,1
22521,1
57153,1
3620,1
14822,1
1872,1
76819,1
82622,1
25397,1
69005,1
92822,1
77809,1
103183,0
66957,1
12828,1
102008,0
71007,1
5002,1
34481,1
20952,1
76289,1
46722,1
11084,1
11948,1
110517,0
56180,1
68175,1
33507,1
100891,0
52479,1
2850,1
5173,1
90418,1
65670,1
83577,1
44073,1
49378,1
11538,1
28472,1
4291,1
42381,1
44376,1
37656,1
90275,1
103772,0
27980,1
51416,1
13324,1
99417,0
109578,0
78168,1
17788,1
45929,1
63549,1
115336,0
104943,0
75350,1
32908,1
22337,1
97016,0
100824,0
49654,1
85964,1
15077,1
21494,1
21303,1
110938,0
2749,1
103825,0
72759,1
89456,1
52436,1
75741,1
89611,1
93540,1
114746,0
74847,1
19449,1
16653,1
40497,1
64496,1
73917,1
85332,1
56185,1
51953,1
32576,1
43188,1
27815,1
5686,1
100109,0
88229,1
98477,0
5963,1
213,1
89811,1
107203,0
106852,0
43919,1
108,1
1188,1
90334,1
16325,1
85112,1
24654,1
53392,1
17567,1
20604,1
74328,1
37439,1
88882,1
71877,1
98495,0
56695,1
72642,1
17903,1
18653,1
23803,1
88502,1
99884,0
69609,1
44628,1
43898,1
29645,1
67826,1
45898,1
110747,0
65796,1
1980,1
89591,1
86806,1
4693,1
69699,1
88804,1
16377,1
88001,1
22027,1
50824,1
66600,1
37342,1
24799,1
79951,1
95280,0
75800,1
97718,0
385,1
32287,1
56909,1
26813,1
8641,1
108174,0
92986,1
54991,1
79378,1
26200,1
70262,1
23320,1
25718,1
53675,1
19190,1
49938,1
32707,1
69151,1
68696,1
61117,1
22167,1
112434,0
107507,0
107724,0
92338,1
43102,1
57820,1
22631,1
61096,1
18358,1
114836,0
108664,0
65148,1
105969,0
60246,1
56583,1
114583,0
79090,1
5143,1
100175,0
12622,1
8933,1
51522,1
17110,1
11773,1
67701,1
90998,1
78378,1
107582,0
80049,1
40258,1
11198,1
65758,1
81596,1
67833,1
64666,1
84104,1
50715,1
49322,1
8521,1
4935,1
112268,0
44386,1
102609,0
85637,1
81698,1
11837,1
61124,1
110221,0
54993,1
11007,1
35356,1
83819,1
95646,0
73790,1
19926,1
86289,1
83111,1
42461,1
76053,1
76836,1
18884,1
15561,1
77935,1
42005,1
89150,1
100062,0
96945,0
52282,1
27889,1
45914,1
10634,1
41734,1
47954,1
16566,1
30209,1
115107,0
1533,1
14342,1
56756,1
61735,1
33408,1
79267,1
43355,1
78391,1
28356,1
50990,1
76482,1
94244,0
106543,0
62188,1
71388,1
88248,1
39928,1
3791,1
47509,1
73027,1
3841,1
19532,1
13299,1
98511,0
33630,1
42812,1
49746,1
24593,1
3978,1
110038,0
51588,1
32081,1
115479,0
91028,1
64285,1
61221,1
23436,1
97151,0
85764,1
46690,1
18776,1
72227,1
86423,1
33799,1
82688,1
12931,1
14479,1
38881,1
93833,0
69982,1
17139,1
26115,1
78160,1
55633,1
2412,1
99861,0
22677,1
111985,0
104013,0
97159,0
1517,1
20837,1
95397,0
75651,1
83748,1
54007,1
21884,1
46571,1
51158,1
92841,1
76467,1
69340,1
13776,1
19238,1
75572,1
58762,1
55164,1
73737,1
54672,1
108953,0
47045,1
113599,0
6046,1
12521,1
10473,1
94706,0
79388,1
38640,1
14882,1
13557,1
113316,0
23468,1
111976,0
68533,1
104755,0
7301,1
57172,1
99157,0
97364,0
21097,1
24139,1
32062,1
53946,1
12618,1
73315,1
58806,1
47524,1
15240,1
35613,1
83235,1
31526,1
60340,1
73628,1
21512,1
92844,1
68070,1
70,1
68142,1
75608,1
96096,0
10457,1
74274,1
31834,1
50324,1
56134,1
28829,1
42383,1
1770,1
29928,1
78713,1
98325,0
18916,1
6733,1
41788,1
47364,1
71124,1
90980,1
86725,1
72072,1
104505,0
27096,1
36723,1
107236,0
87488,1
58679,1
83368,1
35217,1
26843,1
61401,1
53872,1
113982,0
10915,1
64934,1
89606,1
101888,0
87764,1
86535,1
55391,1
53579,1
90568,1
55136,1
95081,0
53242,1
78820,1
52623,1
12419,1
24537,1
31699,1
20651,1
71474,1
77216,1
93159,1
69567,1
70581,1
107305,0
103207,0
48097,1
1893,1
106226,0
71664,1
33219,1
103850,0
75453,1
68686,1
90547,1
52543,1
27659,1
104235,0
113859,0
108636,0
91555,1
30675,1
23052,1
31974,1
1015,1
5599,1
11442,1
3249,1
35503,1
93396,1
99538,0
89140,1
87657,1
98288,0
41973,1
102748,0
25174,1
45615,1
97415,0
69897,1
53293,1
1944,1
50910,1
14105,1
79481,1
95186,0
83084,1
25518,1
53442,1
111324,0
5296,1
97379,0
10584,1
10822,1
41028,1
21126,1
32638,1
98104,0
5674,1
79425,1
63360,1
90109,1
111552,0
46350,1
22302,1
85758,1
41139,1
32020,1
44510,1
74869,1
74659,1
14751,1
115398,0
29587,1
74658,1
57115,1
11119,1
46596,1
89917,1
56856,1
88108,1
77342,1
84624,1
27761,1
108800,0
17163,1
88766,1
49918,1
85440,1
16803,1
85722,1
72714,1
21431,1
11401,1
36317,1
19803,1
79902,1
64706,1
83658,1
41844,1
25557,1
39915,1
103576,0
77262,1
1480,1
104691,0
62113,1
115416,0
94468,0
114534,0
25734,1
98661,0
70124,1
55842,1
114992,0
47778,1
57386,1
66716,1
57969,1
49868,1
54237,1
38769,1
12446,1
29958,1
37621,1
109883,0
68488,1
69227,1
18706,1
57534,1
21324,1
82674,1
65272,1
39136,1
23652,1
27166,1
95919,0
115704,0
52063,1
23128,1
44442,1
63167,1
26123,1
100551,0
13049,1
12716,1
76503,1
6508,1
67918,1
86372,0
84738,1
104353,0
102786,0
9190,1
85675,1
100993,0
51319,1
29636,1
70522,1
14658,1
13847,1
53359,1
41537,1
90761,1
57018,1
1003,1
39331,1
67782,1
83770,1
100609,0
29999,1
101710,0
56601,1
41283,1
110320,0
95805,0
38967,1
114903,0
103883,0
93604,0
91223,1
54489,1
61380,1
98891,0
50388,1
56823,1
14056,1
96508,0
69684,1
113347,0
13283,1
106138,0
104170,0
5231,1
102056,0
34278,1
68358,1
56388,1
40076,1
53627,1
65446,1
102679,0
59512,1
65473,1
60893,1
71625,1
68554,1
70901,1
108670,0
8112,1
111257,0
1170,1
3180,1
21226,1
32821,1
104799,0
42829,1
47871,1
58387,1
68479,1
47831,1
21215,1
88352,1
91057,1
97149,0
74827,1
94612,0
111868,0
57540,1
11462,1
54049,1
43584,1
12749,1
85688,1
77067,1
55648,1
30138,1
28207,1
34408,1
112500,0
77500,1
13722,1
2946,1
7780,1
56407,1
27297,1
56257,1
106606,0
58495,1
68286,1
50500,1
3196,1
69536,1
60078,1
71241,1
58424,1
77609,1
99211,0
28050,1
81119,1
61018,1
106942,0
113537,0
60652,1
93386,1
10226,1
59693,1
37501,1
11113,1
77754,1
31254,1
20721,1
2785,1
86810,1
24291,1
103546,0
38624,1
115602,0
32512,1
56025,1
87484,1
114045,0
13294,1
47036,1
78559,1
111596,0
61045,1
34191,1
70145,1
4117,1
62773,1
24845,1
89077,1
67597,1
65004,1
66167,1
71168,1
53956,1
71323,1
22522,1
12417,1
31866,1
50012,1
92837,1
92280,1
82310,1
79189,1
107867,0
51661,1
42384,1
8481,1
9091,1
69111,1
38551,1
92269,1
29068,1
22695,1
94651,0
8109,1
30414,1
35299,1
48085,1
12655,1
75710,1
87148,1
50983,1
14936,1
91706,1
78148,1
36038,1
22710,1
72908,1
107350,0
42138,1
95879,0
102977,0
58491,1
22933,1
79689,1
49333,1
4633,1
86959,1
75677,1
50306,1
19661,1
38201,1
78193,1
100554,0
65413,1
2510,1
101472,0
71844,1
75900,1
31971,1
18972,1
99116,0
76203,1
77828,1
55735,1
73562,1
53466,1
22232,1
38596,1
40251,1
32308,1
82873,1
6663,1
83951,1
47772,1
75068,1
47407,1
103194,0
55616,1
81731,1
22172,1
107090,0
28176,1
89715,1
108658,0
41084,1
110421,0
79009,1
104390,0
101269,0
44913,1
114604,0
50634,1
86767,1
37039,1
8214,1
34640,1
19602,1
5883,1
47071,1
19443,1
12010,1
92793,1
98117,0
35512,1
83142,1
43900,1
71987,1
97256,0
24734,1
81334,1
23661,1
26495,1
60592,1
18903,1
29574,1
84724,1
3240,1
1648,1
94206,0
33557,1
76288,1
7439,1
81696,1
96473,0
4607,1
105520,0
29485,1
60817,1
54745,1
31604,1
65988,1
41656,1
104321,0
17580,1
92929,1
41596,1
31156,1
30534,1
13570,1
110187,0
25906,1
15126,1
89628,1
41702,1
95166,0
64983,1
97160,0
40000,1
1821,1
51957,1
65721,1
69325,1
16984,1
100954,0
88240,1
51664,1
68888,1
93821,0
27129,1
29500,1
70828,1
73830,1
10104,1
54589,0
115048,0
88999,1
41709,1
98178,0
111270,0
66125,1
106392,0
80381,1
55767,1
90264,1
35184,1
64258,1
29728,1
52225,1
100882,0
45543,1
104146,0
76322,1
44601,1
51634,1
47893,1
4146,1
110948,0
40364,1
80630,1
84321,1
93470,1
61387,1
56020,1
24426,1
65895,1
5695,1
88126,1
85048,1
49413,1
62529,1
63193,1
70121,1
27866,1
114287,0
102774,0
5039,1
34052,1
22346,1
69918,1
61980,1
40845,1
69177,1
8107,1
11391,1
62164,1
90020,1
55243,1
70725,1
79459,1
43293,1
94959,0
43223,1
14629,1
93368,1
32762,1
115613,0
112816,0
95328,0
21903,1
9693,1
113059,0
190,1
6727,1
3433,1
78591,1
58477,1
44154,1
30348,1
66575,1
50804,1
56580,1
102450,0
34525,1
37811,1
20839,1
80464,1
6728,1
33894,1
39584,1
92615,1
17907,1
53800,1
101561,0
94689,0
76920,1
12750,1
51601,1
93483,1
60338,1
56023,1
104,1
63311,1
91580,1
55857,1
91161,1
53748,1
111106,0
6325,1
56820,1
15948,1
56070,1
75177,1
41657,1
28380,1
26245,1
95238,0
33173,1
105145,0
23242,1
72564,1
16720,1
75328,1
97653,0
40066,1
45970,1
76960,1
8146,1
74032,1
53806,1
46536,1
67932,1
49787,1
21021,1
38955,1
70025,1
34638,1
40738,1
84601,1
32332,1
68859,1
16317,1
70367,1
92663,1
94113,0
71514,1
106710,0
23045,1
66421,1
13162,1
36602,1
33060,1
23601,1
81010,1
84654,1
6299,1
36905,1
27666,1
104270,0
110438,0
34815,1
44703,1
16532,1
85040,1
95313,0
16901,1
12342,1
30337,1
26866,1
66827,1
62043,1
57541,1
75916,1
87144,1
98644,0
87138,1
77264,1
41132,1
90859,1
47452,1
50926,1
12904,1
69341,1
18799,1
3743,1
47218,1
72641,1
81517,1
98751,0
45057,1
47139,1
95038,0
71989,1
35172,1
59432,1
110488,0
18525,1
51350,0
23487,1
59129,1
25057,1
89787,1
114076,0
84914,1
107270,0
7374,1
10461,1
38458,1
30948,1
72384,1
12536,1
16383,1
33307,1
61279,1
67595,1
81754,1
17598,1
69216,1
106745,0
2469,1
34980,1
98067,0
24954,1
75457,1
51077,1
110894,0
79248,1
46459,1
11040,1
52788,1
60633,1
24688,1
105448,0
109030,0
23122,1
113240,0
37314,1
86543,1
88356,1
20237,1
88633,1
28461,1
61873,0
5130,1
30858,1
30695,1
56288,1
77804,1
59741,1
103047,0
43307,1
88162,1
38001,1
59517,1
92495,1
98368,0
53233,1
36474,1
94958,0
41079,1
77196,1
107288,0
38151,1
85309,1
20523,1
113735,0
20439,1
57491,1
11754,1
42875,1
44807,1
104877,0
21120,1
40060,1
6109,1
42626,1
82254,1
102964,0
41353,1
44721,1
93136,1
35558,1
47371,1
10979,1
50640,1
55057,1
19062,1
692,1
53515,1
80951,1
40460,1
105670,0
16741,1
72661,1
53281,1
42146,1
67986,1
96998,0
109156,0
24354,1
51748,1
115666,0
59268,1
87445,1
2656,1
52607,1
9335,1
93597,0
4877,1
82133,1
91467,1
62858,1
68153,0
67382,1
5657,1
39235,1
3074,1
37403,1
20985,1
26027,1
103278,0
55303,1
102451,0
32800,1
107386,0
40566,1
83650,1
91690,1
86255,1
95226,0
81625,1
78908,1
17147,1
106342,0
55627,1
31919,1
64235,1
1687,1
37502,1
55220,1
110205,0
9499,1
44622,1
108352,0
32208,1
80650,1
15860,1
79773,1
64007,1
73487,1
52456,1
87605,1
67944,1
46301,1
104926,0
17518,1
52580,1
35931,1
67411,1
79872,1
71908,1
54427,1
63568,1
106187,0
113775,0
84976,1
20734,1
96009,0
98766,0
99508,0
71598,1
29771,1
29996,1
99391,0
62069,1
10741,1
107954,0
64446,1
38376,1
104686,0
107261,0
22341,1
112299,0
12727,1
34266,1
59476,1
52643,1
76980,1
59830,1
12578,1
12421,1
19991,1
74622,1
80328,1
38150,1
26550,0
36666,1
48252,1
35990,1
16352,1
23551,1
53236,1
111330,0
104850,0
18399,1
15320,1
15147,1
113296,0
65939,1
68141,1
9925,1
115475,0
28533,1
58997,1
44171,1
53908,1
15166,1
16973,1
53154,1
93293,1
98598,0
75298,1
65878,1
115104,0
57988,1
33297,1
24694,1
38823,1
17865,1
11093,1
21159,1
16275,1
101786,0
75620,1
14526,1
83876,1
97795,0
80812,1
2450,1
43168,1
29136,1
22823,1
63943,1
57407,1
114936,0
108888,0
112922,0
78290,1
57234,1
63662,1
705,1
103385,0
15869,1
15085,1
69385,1
6840,1
87134,1
81627,1
67339,1
108033,0
28075,1
15565,1
15057,1
32962,1
104712,0
100249,0
111942,0
113146,0
99914,0
71157,1
108244,0
52578,1
72095,1
62350,1
77338,1
76532,1
113437,0
61385,1
32839,1
88400,1
4553,1
104373,0
102882,0
28832,1
90157,1
38937,1
26639,1
105577,0
56669,1
63984,1
9796,1
60219,1
59071,1
20333,1
32635,1
18533,1
21089,1
642,1
11109,1
79963,1
89711,1
86271,1
81278,1
27201,1
49292,1
95294,0
2467,1
73203,1
10674,1
31089,1
86931,1
8668,1
65471,1
62666,1
111166,0
99857,0
48457,1
101342,0
48659,1
17277,1
93277,1
70130,1
78425,1
88136,1
18703,1
76887,1
98577,0
108443,0
67430,1
15218,1
73051,1
113798,0
67031,1
114245,0
90025,1
6342,1
64361,1
55246,1
1470,1
15478,1
54760,1
59936,1
73579,1
30770,1
40718,1
8341,1
78310,1
35453,1
45254,1
62263,1
89040,1
92749,1
52832,1
52324,1
107199,0
80940,1
77968,1
54221,1
44633,1
63465,1
51776,1
54162,1
88609,1
74907,1
54475,1
53626,1
34479,1
51764,1
62895,1
19071,1
23961,1
98493,0
62461,1
114803,0
54089,1
64557,1
110428,0
3808,1
75885,1
13099,1
14142,1
71889,1
70947,1
69957,1
83205,1
70253,1
6001,1
48201,1
8925,1
27868,1
107585,0
23928,1
43361,1
91595,1
90437,1
51300,1
66718,1
41939,1
68009,1
52685,1
84547,1
85180,1
16946,1
48165,1
78665,1
102781,0
82012,1
40837,1
71900,1
13867,1
48803,1
47425,1
87962,1
64767,1
53178,1
4139,1
46031,1
33124,1
82858,1
65117,1
100141,0
80120,1
50275,1
63077,1
43656,1
47450,1
110935,0
20063,1
6560,1
15466,1
115502,0
24963,1
90309,1
107260,0
6716,1
76799,1
77995,1
24241,1
57175,1
94798,0
105391,0
11095,1
83034,1
75886,1
37202,1
73709,1
84977,0
43619,1
111835,0
65765,1
65690,1
41518,1
87155,1
37548,1
4266,1
53563,1
94940,0
51214,1
48379,1
41892,1
5447,1
113353,0
13223,1
17705,1
18726,1
26835,1
54624,1
35130,1
105622,0
24965,1
79263,1
62553,1
56608,1
84147,1
106725,0
62179,1
429,1
31508,1
47324,1
43187,1
69146,1
54154,1
108649,0
79207,1
110040,0
21363,1
85741,1
11029,1
18058,1
44651,1
63413,1
36245,1
4390,1
66798,1
113757,0
13215,1
28862,1
112752,0
11654,1
17340,1
77818,1
12763,1
93437,1
61034,1
41390,1
57268,1
5122,1
110307,0
95207,0
15682,1
33859,1
74998,1
5340,1
22882,1
106866,0
50008,1
14597,1
86938,1
9619,1
54131,1
9085,1
96858,0
60007,1
44389,1
41172,1
30088,1
51043,1
87852,1
31031,1
7213,1
26124,1
17986,1
70027,1
10313,1
115573,0
35917,1
30130,1
40102,1
2159,1
781,1
63933,1
100505,0
8149,1
34957,1
113837,0
81473,1
77690,1
60401,1
4981,1
17679,1
65680,1
61223,1
104711,0
21242,1
97507,0
98277,0
8772,1
112736,0
55498,1
10188,1
47521,1
18800,1
10050,1
64562,1
101722,0
98147,0
6910,1
13551,1
8054,1
66303,1
112234,0
78001,1
93224,1
69278,1
65253,1
66080,1
13757,1
110547,0
74272,1
89058,1
104742,0
5601,1
42125,1
58492,1
101413,0
39357,1
53540,1
76196,1
6169,1
72229,1
68926,1
29089,1
82221,1
11359,0
10572,1
108768,0
72486,1
26637,1
46126,1
34629,1
90376,1
69,1
41861,1
58264,1
75319,1
87466,1
8057,1
76804,1
4833,1
6083,1
75937,1
25172,1
10748,1
56720,1
22280,1
30328,1
73058,1
22805,1
63162,1
101637,0
18135,1
1215,1
12905,1
13355,1
71386,1
54272,1
22271,1
37774,1
87350,1
87897,1
11077,1
7267,1
42850,1
55361,1
17328,1
24953,1
41003,1
17103,1
87399,1
51973,1
44196,1
25458,1
107964,0
88992,1
36623,1
74579,1
98394,0
5135,1
73236,1
83795,1
89689,1
23577,1
13422,1
105050,0
35084,1
90510,1
85787,1
94380,0
91127,1
12022,1
53728,1
41923,1
110186,0
57124,1
37449,1
90221,1
107935,0
77558,1
40073,1
47005,1
31147,1
41615,1
46897,1
85860,1
8959,1
97411,0
24026,1
98001,0
36359,1
41297,1
8128,1
84591,1
52626,1
36495,1
2865,1
9839,1
37248,1
45411,1
39465,1
114823,0
38871,1
76697,1
43963,1
68388,1
100623,0
84311,1
53922,1
86308,1
98622,0
7729,1
93968,0
32509,1
25323,1
11728,1
84769,1
80378,1
27989,1
83554,1
20942,1
36254,1
46306,1
83024,1
51255,1
98698,0
37561,1
4055,1
109273,0
53727,1
35000,1
7326,1
68623,1
18838,1
112339,0
109298,0
82774,1
107276,0
96549,0
71282,1
105603,0
98552,0
25848,1
71865,1
100608,0
44054,1
84303,1
18853,1
28524,1
51751,1
11954,1
94418,0
89395,1
56317,1
77490,1
42514,1
28537,1
50026,1
13220,1
58927,1
58542,1
54085,1
68593,1
66116,1
104667,0
70042,1
110039,0
29060,1
105986,0
80873,1
6501,1
40335,1
26432,1
108086,0
29625,1
65647,1
79823,1
73384,1
75663,1
28833,1
113470,0
46245,1
47761,1
25640,1
82363,1
52256,1
72859,1
5960,1
96844,0
20283,1
49223,1
54504,1
98595,0
11646,1
22358,1
66851,1
62177,1
112421,0
609,1
42764,1
49596,1
90660,1
87499,1
45785,1
14396,1
43715,1
47053,1
105518,0
92297,1
7875,1
77775,1
52691,1
39365,1
107628,0
91966,1
25016,1
22898,1
18479,1
8559,1
75907,1
71039,1
73431,1
39890,1
27725,1
3182,1
104307,0
47121,1
66859,1
101529,0
64045,1
83755,1
23145,1
26330,1
114274,0
9538,1
23049,1
71792,1
8264,1
369,1
6367,1
31350,1
109266,0
2500,1
105329,0
87519,0
80478,1
41067,1
22787,1
53085,1
87154,1
111993,0
109793,0
54341,1
61286,1
86016,1
55376,1
67909,1
49419,1
22936,1
100534,0
29786,1
886,1
53289,1
87940,1
108170,0
40043,1
83966,1
13263,1
75037,1
55564,1
2880,1
19548,1
78422,1
92355,1
94866,0
79950,1
24665,1
31261,1
103255,0
94299,0
11052,1
22774,1
31199,1
16674,1
94628,0
37785,1
9885,1
65167,1
100199,0
15271,1
89469,1
97431,0
67262,1
34520,1
113573,0
52521,1
3989,1
3810,1
27722,1
70996,1
53564,1
63677,1
69473,1
90994,1
10677,1
22061,1
2432,1
86663,1
41265,1
5375,1
70624,1
74008,1
78994,1
9582,1
65193,1
46529,1
88522,1
111229,0
66503,1
19003,1
43517,1
62108,1
41854,1
3023,1
62189,1
66823,1
78996,1
73772,1
69934,1
67993,1
59376,1
76659,1
69135,1
64853,1
102254,0
47325,1
10542,1
66651,1
55283,1
13089,1
11526,1
89979,1
21871,1
96558,0
41587,1
26029,1
104934,0
82899,1
21482,1
30741,1
101752,0
101190,0
64569,1
80400,1
21725,1
54615,1
72350,1
25116,1
86996,1
115194,0
98790,0
7051,1
83451,1
64992,1
13040,1
15604,1
70200,1
107889,0
65666,1
114977,0
85134,1
52173,1
53196,1
107156,0
40061,1
96048,0
6602,1
17871,1
8432,1
102703,0
55890,1
56874,1
27267,0
90444,1
30822,1
560,1
79184,1
100439,0
877,1
27961,1
30857,1
66666,1
71003,1
15610,1
39868,1
31142,1
86789,1
41627,1
32706,1
86901,1
23647,1
11491,1
23498,1
36677,1
46391,1
68791,1
110709,0
22227,1
80591,1
58622,1
76491,1
98070,0
57063,1
82397,1
111202,0
20378,1
28345,1
59244,1
67169,1
89039,1
18301,1
73738,1
47264,1
112290,0
26583,1
67818,1
36120,1
78683,1
7286,1
108379,0
55142,1
50867,1
109557,0
70526,1
8812,1
28518,1
82331,1
70297,1
115685,0
112288,0
43668,1
79432,1
51399,1
1696,1
33152,1
7098,1
22551,1
29455,1
3818,1
74267,1
91148,1
39297,1
25648,1
14451,1
76907,1
48604,1
49660,1
58093,1
76520,1
14710,1
85533,1
43030,1
86113,1
49652,1
72354,1
109498,0
52373,1
64332,1
99327,0
68449,1
93929,0
65492,1
79783,1
41949,1
60013,1
50800,1
47423,1
14318,1
52267,1
84461,1
49949,1
75598,1
51105,1
114044,0
93825,0
115344,0
17684,1
85570,0
59306,1
50051,0
108732,0
77906,1
17489,1
111007,0
48407,1
5330,1
37800,1
93615,0
45062,1
109332,0
107423,0
103260,0
37165,1
37322,1
47899,1
103387,0
45202,1
90572,1
88422,1
43606,1
46232,1
65913,1
39012,1
78353,1
36104,1
53227,1
4484,1
66903,1
107487,0
71224,1
96754,0
56744,1
9954,1
38906,1
26851,1
115671,0
27076,1
7861,1
102301,0
76115,1
37893,1
96788,0
46693,1
63385,1
96520,0
36695,0
29073,1
6225,1
7208,1
24834,1
114160,0
68018,1
111291,0
17062,1
54034,1
100380,0
112298,0
230,1
91807,1
34919,1
76504,1
108335,0
62406,1
94170,0
73915,1
2484,1
52958,1
107994,0
48906,1
104666,0
88112,1
47630,1
58066,1
81742,1
45068,1
81892,1
62168,1
80365,1
44679,1
22356,1
44304,1
99839,0
94994,0
112529,0
27484,1
29080,1
112954,0
41860,1
55521,1
97043,0
72188,1
111632,0
100366,0
112473,0
1430,1
69314,1
34493,1
76987,1
58054,1
14608,1
64854,1
40321,1
80723,1
59020,1
10054,1
53142,1
94476,0
99122,0
109002,0
8477,1
24985,1
107053,0
111238,0
91764,1
26055,1
77680,1
18713,1
66924,1
77389,1
20856,1
29990,1
66865,1
6226,1
26690,1
1764,1
96888,0
92238,1
111422,0
22806,1
61177,1
110683,0
41977,1
107634,0
94175,0
6105,1
74218,1
62892,1
92092,1
58936,1
110390,0
61890,1
75556,1
102134,0
4020,1
792,1
7034,1
26409,1
60699,1
93149,1
72899,1
6961,1
8980,1
3585,1
6534,1
37207,1
74572,1
84985,1
75192,1
70091,1
92541,1
8212,1
27478,1
92863,1
35314,1
68543,1
21942,1
49307,1
111928,0
52487,1
104429,0
87957,1
57274,1
19130,1
76013,1
1753,1
16883,1
2572,1
21369,1
18847,1
11117,1
18159,1
5754,1
59132,1
38909,1
74202,1
105073,0
100265,0
104387,0
21212,1
60859,1
100998,0
39424,1
88504,1
66348,1
70504,1
100862,0
4796,1
92055,1
99117,0
56773,1
47945,1
53867,1
85680,1
34733,1
45080,1
77426,1
108158,0
45933,1
68748,1
24292,1
9942,1
57697,1
25968,1
106979,0
8321,1
81706,1
28933,1
69613,1
4567,1
28187,1
104828,0
67003,1
99045,0
49888,1
97818,0
65449,1
30247,1
83087,1
67717,1
27125,1
98130,0
111991,0
83858,1
113125,0
25028,1
106960,0
22957,1
54173,1
13202,1
75769,1
15326,1
12008,1
79976,1
10805,1
31857,1
108814,0
34268,1
80943,1
99317,0
20064,1
8419,1
87831,1
90286,1
82086,1
32026,1
105182,0
76957,1
4832,1
76571,1
101930,0
109203,0
35067,1
29861,1
69605,1
82168,1
23223,1
34711,1
108982,0
110624,0
36261,1
68111,1
46739,1
47464,1
44849,1
32884,1
66822,1
5659,1
21802,1
102275,0
87010,1
103359,0
52899,1
21221,1
4805,1
77869,1
56650,1
107895,0
87465,1
100429,0
38626,1
38755,1
110744,0
109004,0
14408,1
10193,1
22030,1
90204,1
91230,1
78007,1
25957,1
39860,1
56450,1
46159,1
69790,1
66384,1
1624,1
65078,1
87885,1
105399,0
51684,1
108927,0
79530,1
64493,1
40422,1
76541,1
68489,1
111381,0
1951,1
22236,1
65596,1
4206,1
18074,1
14283,1
103200,0
78443,1
34591,1
52953,1
73010,1
66678,1
56908,1
41943,1
23177,1
6693,1
16116,1
98750,0
41884,1
36151,1
50841,1
71217,1
74433,1
98519,0
97601,0
15329,1
17174,1
69829,1
17674,1
39882,1
13703,1
69362,1
103954,0
104415,0
54530,1
44635,1
12760,1
62440,1
105887,0
97805,0
69045,1
20905,1
66051,1
59828,1
91113,1
66607,1
24432,1
104708,0
33662,1
101093,0
18171,1
21637,1
66889,1
98919,0
106927,0
110596,0
102499,0
76561,1
85289,1
45191,1
44529,1
87348,1
18187,1
20472,1
51679,1
113506,0
92830,1
106473,0
113697,0
46478,1
106307,0
82732,1
43500,1
56425,1
54057,1
48188,1
86748,1
13193,1
13350,1
